

OrderDate	ProductKey	CustomerKey	SalesTerritoryRegionKey	EnglishPromotionNameKey	OrderQuantity	UnitPrice	SalesAmount
"March 6, 2011"	BK-R50B-44	AW00014581	Northwest	No Discount	1	699.0982	699.0982
"March 7, 2011"	BK-R93R-44	AW00028179	Northwest	No Discount	1	3578.27	3578.27
"March 7, 2011"	BK-R93R-56	AW00028183	Southwest	No Discount	1	3578.27	3578.27
"March 7, 2011"	BK-R93R-52	AW00028112	Southwest	No Discount	1	3578.27	3578.27
"March 7, 2011"	BK-R50B-44	AW00014584	Southwest	No Discount	1	699.0982	699.0982
"March 9, 2011"	BK-R93R-48	AW00028097	Southwest	No Discount	1	3578.27	3578.27
"March 9, 2011"	BK-M82B-44	AW00025888	Northwest	No Discount	1	3374.99	3374.99
"March 10, 2011"	BK-R93R-62	AW00028158	Southwest	No Discount	1	3578.27	3578.27
"March 12, 2011"	BK-M82S-48	AW00025889	Southwest	No Discount	1	3399.99	3399.99
"March 14, 2011"	BK-R93R-48	AW00028164	Southwest	No Discount	1	3578.27	3578.27
"March 15, 2011"	BK-R93R-48	AW00028096	Southwest	No Discount	1	3578.27	3578.27
"March 15, 2011"	BK-R93R-62	AW00028150	Southwest	No Discount	1	3578.27	3578.27
"March 16, 2011"	BK-R93R-44	AW00028159	Southwest	No Discount	1	3578.27	3578.27
"March 16, 2011"	BK-R93R-48	AW00028149	Southwest	No Discount	1	3578.27	3578.27
"March 16, 2011"	BK-R50B-62	AW00014580	Southwest	No Discount	1	699.0982	699.0982
"March 17, 2011"	BK-R93R-52	AW00028162	Southwest	No Discount	1	3578.27	3578.27
"March 17, 2011"	BK-M82S-48	AW00025879	Southwest	No Discount	1	3399.99	3399.99
"March 18, 2011"	BK-R93R-52	AW00028154	Southwest	No Discount	1	3578.27	3578.27
"March 18, 2011"	BK-R93R-48	AW00028170	Southwest	No Discount	1	3578.27	3578.27
"March 19, 2011"	BK-R93R-48	AW00028180	Northwest	No Discount	1	3578.27	3578.27
"March 19, 2011"	BK-R93R-62	AW00028148	Northwest	No Discount	1	3578.27	3578.27
"March 19, 2011"	BK-R50B-44	AW00014590	Southwest	No Discount	1	699.0982	699.0982
"March 20, 2011"	BK-R93R-56	AW00028166	Southwest	No Discount	1	3578.27	3578.27
"March 21, 2011"	BK-M82S-38	AW00025886	Northwest	No Discount	1	3399.99	3399.99
"March 22, 2011"	BK-R93R-48	AW00028184	Southwest	No Discount	1	3578.27	3578.27
"March 22, 2011"	BK-R93R-48	AW00028191	Northwest	No Discount	1	3578.27	3578.27
"March 23, 2011"	BK-R93R-52	AW00028155	Southwest	No Discount	1	3578.27	3578.27
"March 23, 2011"	BK-R93R-52	AW00028163	Northwest	No Discount	1	3578.27	3578.27
"March 25, 2011"	BK-R93R-48	AW00028167	Southwest	No Discount	1	3578.27	3578.27
"March 25, 2011"	BK-R93R-44	AW00028190	Southwest	No Discount	1	3578.27	3578.27
"March 26, 2011"	BK-R93R-62	AW00028099	Southwest	No Discount	1	3578.27	3578.27
"March 26, 2011"	BK-R93R-56	AW00028142	Northwest	No Discount	1	3578.27	3578.27
"March 26, 2011"	BK-R50B-48	AW00014585	Southwest	No Discount	1	699.0982	699.0982
"March 27, 2011"	BK-R93R-48	AW00028171	Northwest	No Discount	1	3578.27	3578.27
"March 27, 2011"	BK-R93R-48	AW00028194	Northwest	No Discount	1	3578.27	3578.27
"March 29, 2011"	BK-R50R-44	AW00014589	Southwest	No Discount	1	699.0982	699.0982
"March 30, 2011"	BK-R93R-44	AW00028147	Southwest	No Discount	1	3578.27	3578.27
"March 30, 2011"	BK-R93R-56	AW00028152	Southwest	No Discount	1	3578.27	3578.27
"March 31, 2011"	BK-R93R-44	AW00028222	Northwest	No Discount	1	3578.27	3578.27
"April 2, 2011"	BK-R93R-56	AW00028598	Southwest	No Discount	1	3578.27	3578.27
"April 2, 2011"	BK-R93R-48	AW00028199	Southwest	No Discount	1	3578.27	3578.27
"April 3, 2011"	BK-R93R-44	AW00028257	Northwest	No Discount	1	3578.27	3578.27
"April 4, 2011"	BK-R93R-44	AW00028273	Southwest	No Discount	1	3578.27	3578.27
"April 4, 2011"	BK-M82S-42	AW00025895	Northwest	No Discount	1	3399.99	3399.99
"April 5, 2011"	BK-M82B-38	AW00025905	Southwest	No Discount	1	3374.99	3374.99
"April 5, 2011"	BK-R50R-58	AW00014610	Northwest	No Discount	1	699.0982	699.0982
"April 6, 2011"	BK-R93R-52	AW00028200	Southwest	No Discount	1	3578.27	3578.27
"April 6, 2011"	BK-R50B-62	AW00014602	Southwest	No Discount	1	699.0982	699.0982
"April 7, 2011"	BK-R93R-44	AW00028243	Southwest	No Discount	1	3578.27	3578.27
"April 7, 2011"	BK-R93R-48	AW00028244	Southwest	No Discount	1	3578.27	3578.27
"April 7, 2011"	BK-R93R-56	AW00028271	Southwest	No Discount	1	3578.27	3578.27
"April 7, 2011"	BK-R93R-44	AW00028297	Northwest	No Discount	1	3578.27	3578.27
"April 7, 2011"	BK-R50R-44	AW00014591	Southwest	No Discount	1	699.0982	699.0982
"April 7, 2011"	BK-R50B-62	AW00014603	Southwest	No Discount	1	699.0982	699.0982
"April 8, 2011"	BK-R93R-62	AW00028259	Southwest	No Discount	1	3578.27	3578.27
"April 8, 2011"	BK-R93R-48	AW00028285	Northwest	No Discount	1	3578.27	3578.27
"April 9, 2011"	BK-R93R-62	AW00028250	Southwest	No Discount	1	3578.27	3578.27
"April 10, 2011"	BK-R93R-62	AW00028234	Southwest	No Discount	1	3578.27	3578.27
"April 10, 2011"	BK-M82B-42	AW00025903	Northwest	No Discount	1	3374.99	3374.99
"April 11, 2011"	BK-R93R-62	AW00028268	Southwest	No Discount	1	3578.27	3578.27
"April 11, 2011"	BK-R93R-44	AW00028296	Southwest	No Discount	1	3578.27	3578.27
"April 11, 2011"	BK-R93R-56	AW00028298	Southwest	No Discount	1	3578.27	3578.27
"April 11, 2011"	BK-R93R-48	AW00028587	Southwest	No Discount	1	3578.27	3578.27
"April 12, 2011"	BK-R93R-52	AW00028246	Northwest	No Discount	1	3578.27	3578.27
"April 12, 2011"	BK-R93R-56	AW00028339	Northwest	No Discount	1	3578.27	3578.27
"April 12, 2011"	BK-M82S-42	AW00025901	Southwest	No Discount	1	3399.99	3399.99
"April 12, 2011"	BK-R50R-52	AW00014596	Southwest	No Discount	1	699.0982	699.0982
"April 13, 2011"	BK-R93R-44	AW00028240	Northwest	No Discount	1	3578.27	3578.27
"April 13, 2011"	BK-R93R-48	AW00028588	Southwest	No Discount	1	3578.27	3578.27
"April 15, 2011"	BK-R93R-56	AW00028221	Southwest	No Discount	1	3578.27	3578.27
"April 15, 2011"	BK-R93R-62	AW00028224	Southwest	No Discount	1	3578.27	3578.27
"April 15, 2011"	BK-R93R-52	AW00028299	Southwest	No Discount	1	3578.27	3578.27
"April 16, 2011"	BK-R93R-62	AW00028223	Southwest	No Discount	1	3578.27	3578.27
"April 16, 2011"	BK-R93R-48	AW00028584	Southwest	No Discount	1	3578.27	3578.27
"April 17, 2011"	BK-R93R-44	AW00028340	Southwest	No Discount	1	3578.27	3578.27
"April 17, 2011"	BK-R93R-48	AW00028355	Southwest	No Discount	1	3578.27	3578.27
"April 18, 2011"	BK-R93R-52	AW00028586	Southwest	No Discount	1	3578.27	3578.27
"April 19, 2011"	BK-R93R-52	AW00028362	Southwest	No Discount	1	3578.27	3578.27
"April 19, 2011"	BK-R93R-56	AW00028583	Northwest	No Discount	1	3578.27	3578.27
"April 20, 2011"	BK-R93R-48	AW00028270	Northwest	No Discount	1	3578.27	3578.27
"April 20, 2011"	BK-R93R-62	AW00028580	Southwest	No Discount	1	3578.27	3578.27
"April 21, 2011"	BK-R93R-48	AW00028573	Northwest	No Discount	1	3578.27	3578.27
"April 22, 2011"	BK-R50B-60	AW00014599	Northwest	No Discount	1	699.0982	699.0982
"April 26, 2011"	BK-R93R-44	AW00028264	Northwest	No Discount	1	3578.27	3578.27
"April 26, 2011"	BK-R93R-48	AW00028293	Southwest	No Discount	1	3578.27	3578.27
"April 26, 2011"	BK-R93R-62	AW00028294	Southwest	No Discount	1	3578.27	3578.27
"April 26, 2011"	BK-R93R-52	AW00028295	Northwest	No Discount	1	3578.27	3578.27
"April 27, 2011"	BK-R93R-44	AW00028196	Northwest	No Discount	1	3578.27	3578.27
"April 27, 2011"	BK-R93R-56	AW00028247	Northwest	No Discount	1	3578.27	3578.27
"April 27, 2011"	BK-R93R-56	AW00028288	Southwest	No Discount	1	3578.27	3578.27
"April 28, 2011"	BK-R50R-58	AW00014613	Northwest	No Discount	1	699.0982	699.0982
"April 29, 2011"	BK-R93R-48	AW00028255	Northwest	No Discount	1	3578.27	3578.27
"April 29, 2011"	BK-R50R-52	AW00014601	Southwest	No Discount	1	699.0982	699.0982
"April 30, 2011"	BK-M82B-44	AW00025891	Southwest	No Discount	1	3374.99	3374.99
"May 1, 2011"	BK-R93R-56	AW00028664	Northwest	No Discount	1	3578.27	3578.27
"May 1, 2011"	BK-M82S-48	AW00025917	Southwest	No Discount	1	3399.99	3399.99
"May 1, 2011"	BK-R93R-52	AW00028660	Northwest	No Discount	1	3578.27	3578.27
"May 2, 2011"	BK-R93R-56	AW00028667	Northwest	No Discount	1	3578.27	3578.27
"May 2, 2011"	BK-R93R-56	AW00028653	Southwest	No Discount	1	3578.27	3578.27
"May 2, 2011"	BK-R93R-48	AW00028662	Southwest	No Discount	1	3578.27	3578.27
"May 4, 2011"	BK-R93R-52	AW00028671	Northwest	No Discount	1	3578.27	3578.27
"May 4, 2011"	BK-R93R-48	AW00028790	Northwest	No Discount	1	3578.27	3578.27
"May 4, 2011"	BK-R93R-56	AW00028794	Northwest	No Discount	1	3578.27	3578.27
"May 4, 2011"	BK-R93R-44	AW00028627	Southwest	No Discount	1	3578.27	3578.27
"May 5, 2011"	BK-R93R-56	AW00028761	Southwest	No Discount	1	3578.27	3578.27
"May 5, 2011"	BK-R93R-52	AW00028645	Southwest	No Discount	1	3578.27	3578.27
"May 6, 2011"	BK-R93R-62	AW00028792	Northwest	No Discount	1	3578.27	3578.27
"May 7, 2011"	BK-R93R-56	AW00028672	Southwest	No Discount	1	3578.27	3578.27
"May 7, 2011"	BK-R93R-52	AW00028772	Northwest	No Discount	1	3578.27	3578.27
"May 7, 2011"	BK-R93R-62	AW00028774	Southwest	No Discount	1	3578.27	3578.27
"May 8, 2011"	BK-R93R-44	AW00028675	Southwest	No Discount	1	3578.27	3578.27
"May 8, 2011"	BK-R93R-52	AW00028628	Northwest	No Discount	1	3578.27	3578.27
"May 8, 2011"	BK-R93R-48	AW00028650	Southwest	No Discount	1	3578.27	3578.27
"May 8, 2011"	BK-R93R-56	AW00028654	Northwest	No Discount	1	3578.27	3578.27
"May 8, 2011"	BK-R93R-56	AW00028655	Northwest	No Discount	1	3578.27	3578.27
"May 8, 2011"	BK-R93R-52	AW00028666	Northwest	No Discount	1	3578.27	3578.27
"May 10, 2011"	BK-R93R-56	AW00028658	Southwest	No Discount	1	3578.27	3578.27
"May 11, 2011"	BK-R93R-48	AW00028765	Southwest	No Discount	1	3578.27	3578.27
"May 11, 2011"	BK-R93R-62	AW00028629	Southwest	No Discount	1	3578.27	3578.27
"May 12, 2011"	BK-R93R-44	AW00028644	Northwest	No Discount	1	3578.27	3578.27
"May 12, 2011"	BK-R93R-62	AW00028651	Southwest	No Discount	1	3578.27	3578.27
"May 12, 2011"	BK-R50R-52	AW00014617	Northwest	No Discount	1	699.0982	699.0982
"May 13, 2011"	BK-R93R-48	AW00028770	Northwest	No Discount	1	3578.27	3578.27
"May 13, 2011"	BK-M82S-38	AW00025916	Southwest	No Discount	1	3399.99	3399.99
"May 13, 2011"	BK-M82S-38	AW00025924	Southwest	No Discount	1	3399.99	3399.99
"May 14, 2011"	BK-R93R-52	AW00028619	Southwest	No Discount	1	3578.27	3578.27
"May 15, 2011"	BK-R93R-62	AW00028775	Southwest	No Discount	1	3578.27	3578.27
"May 15, 2011"	BK-R50B-62	AW00014639	Southwest	No Discount	1	699.0982	699.0982
"May 16, 2011"	BK-R93R-52	AW00028763	Southwest	No Discount	1	3578.27	3578.27
"May 16, 2011"	BK-R93R-62	AW00028795	Southwest	No Discount	1	3578.27	3578.27
"May 16, 2011"	BK-R93R-52	AW00028621	Southwest	No Discount	1	3578.27	3578.27
"May 16, 2011"	BK-M82B-44	AW00025942	Southwest	No Discount	1	3374.99	3374.99
"May 17, 2011"	BK-R93R-56	AW00028635	Southwest	No Discount	1	3578.27	3578.27
"May 19, 2011"	BK-R93R-62	AW00028797	Southwest	No Discount	1	3578.27	3578.27
"May 19, 2011"	BK-R93R-48	AW00028799	Southwest	No Discount	1	3578.27	3578.27
"May 19, 2011"	BK-R93R-62	AW00028643	Southwest	No Discount	1	3578.27	3578.27
"May 21, 2011"	BK-R93R-44	AW00028670	Northwest	No Discount	1	3578.27	3578.27
"May 21, 2011"	BK-R93R-44	AW00028676	Southwest	No Discount	1	3578.27	3578.27
"May 23, 2011"	BK-R93R-56	AW00028769	Northwest	No Discount	1	3578.27	3578.27
"May 23, 2011"	BK-R50B-62	AW00014636	Northwest	No Discount	1	699.0982	699.0982
"May 24, 2011"	BK-R93R-44	AW00028678	Northwest	No Discount	1	3578.27	3578.27
"May 24, 2011"	BK-R93R-44	AW00028618	Northwest	No Discount	1	3578.27	3578.27
"May 24, 2011"	BK-R93R-44	AW00028649	Southwest	No Discount	1	3578.27	3578.27
"May 24, 2011"	BK-M82B-44	AW00025909	Southwest	No Discount	1	3374.99	3374.99
"May 25, 2011"	BK-R93R-52	AW00028674	Southwest	No Discount	1	3578.27	3578.27
"May 26, 2011"	BK-R93R-52	AW00028657	Northwest	No Discount	1	3578.27	3578.27
"May 26, 2011"	BK-R50B-62	AW00014616	Southwest	No Discount	1	699.0982	699.0982
"May 27, 2011"	BK-R93R-44	AW00028625	Northwest	No Discount	1	3578.27	3578.27
"May 28, 2011"	BK-R93R-56	AW00028665	Northwest	No Discount	1	3578.27	3578.27
"May 28, 2011"	BK-M82S-42	AW00025910	Southwest	No Discount	1	3399.99	3399.99
"May 28, 2011"	BK-R50B-58	AW00014614	Southwest	No Discount	1	699.0982	699.0982
"May 29, 2011"	BK-R93R-48	AW00028661	Northwest	No Discount	1	3578.27	3578.27
"May 30, 2011"	BK-R93R-44	AW00028673	Southwest	No Discount	1	3578.27	3578.27
"May 30, 2011"	BK-R50R-48	AW00014634	Northwest	No Discount	1	699.0982	699.0982
"May 31, 2011"	BK-R93R-62	AW00028829	Southwest	No Discount	1	3578.27	3578.27
"May 31, 2011"	BK-R93R-56	AW00029011	Southwest	No Discount	1	3578.27	3578.27
"June 1, 2011"	BK-R93R-44	AW00029126	Southwest	No Discount	1	3578.27	3578.27
"June 1, 2011"	BK-R93R-56	AW00028988	Southwest	No Discount	1	3578.27	3578.27
"June 2, 2011"	BK-R93R-52	AW00028827	Southwest	No Discount	1	3578.27	3578.27
"June 2, 2011"	BK-R93R-52	AW00028853	Northwest	No Discount	1	3578.27	3578.27
"June 2, 2011"	BK-M82B-44	AW00025972	Northwest	No Discount	1	3374.99	3374.99
"June 2, 2011"	BK-M82S-42	AW00025975	Northwest	No Discount	1	3399.99	3399.99
"June 3, 2011"	BK-M82S-38	AW00025973	Northwest	No Discount	1	3399.99	3399.99
"June 3, 2011"	BK-R93R-48	AW00028997	Southwest	No Discount	1	3578.27	3578.27
"June 3, 2011"	BK-R50B-60	AW00014643	Northwest	No Discount	1	699.0982	699.0982
"June 4, 2011"	BK-R93R-44	AW00028804	Southwest	No Discount	1	3578.27	3578.27
"June 4, 2011"	BK-R93R-62	AW00028842	Southwest	No Discount	1	3578.27	3578.27
"June 4, 2011"	BK-M82B-44	AW00025952	Southwest	No Discount	1	3374.99	3374.99
"June 5, 2011"	BK-R93R-56	AW00028825	Northwest	No Discount	1	3578.27	3578.27
"June 5, 2011"	BK-R93R-56	AW00028857	Southwest	No Discount	1	3578.27	3578.27
"June 6, 2011"	BK-R93R-48	AW00029058	Southwest	No Discount	1	3578.27	3578.27
"June 6, 2011"	BK-R93R-56	AW00029139	Southwest	No Discount	1	3578.27	3578.27
"June 6, 2011"	BK-R93R-52	AW00028845	Northwest	No Discount	1	3578.27	3578.27
"June 7, 2011"	BK-R93R-44	AW00029128	Southwest	No Discount	1	3578.27	3578.27
"June 7, 2011"	BK-R93R-44	AW00029004	Southwest	No Discount	1	3578.27	3578.27
"June 7, 2011"	BK-R50R-48	AW00014651	Northwest	No Discount	1	699.0982	699.0982
"June 8, 2011"	BK-R93R-52	AW00028852	Northwest	No Discount	1	3578.27	3578.27
"June 9, 2011"	BK-R93R-48	AW00029111	Southwest	No Discount	1	3578.27	3578.27
"June 9, 2011"	BK-R93R-48	AW00028828	Southwest	No Discount	1	3578.27	3578.27
"June 10, 2011"	BK-R93R-52	AW00029048	Southwest	No Discount	1	3578.27	3578.27
"June 10, 2011"	BK-R93R-48	AW00029056	Southwest	No Discount	1	3578.27	3578.27
"June 10, 2011"	BK-R93R-44	AW00029136	Southwest	No Discount	1	3578.27	3578.27
"June 10, 2011"	BK-R93R-44	AW00028807	Northwest	No Discount	1	3578.27	3578.27
"June 10, 2011"	BK-R93R-62	AW00028833	Northwest	No Discount	1	3578.27	3578.27
"June 11, 2011"	BK-R93R-56	AW00029108	Southwest	No Discount	1	3578.27	3578.27
"June 11, 2011"	BK-R93R-62	AW00028821	Northwest	No Discount	1	3578.27	3578.27
"June 11, 2011"	BK-R93R-62	AW00028838	Northwest	No Discount	1	3578.27	3578.27
"June 12, 2011"	BK-R93R-62	AW00028847	Southwest	No Discount	1	3578.27	3578.27
"June 12, 2011"	BK-R93R-56	AW00028856	Northwest	No Discount	1	3578.27	3578.27
"June 12, 2011"	BK-M82B-38	AW00025943	Southwest	No Discount	1	3374.99	3374.99
"June 12, 2011"	BK-M82B-48	AW00025951	Southwest	No Discount	1	3374.99	3374.99
"June 12, 2011"	BK-M82S-44	AW00025964	Northwest	No Discount	1	3399.99	3399.99
"June 14, 2011"	BK-R93R-56	AW00029032	Southwest	No Discount	1	3578.27	3578.27
"June 14, 2011"	BK-R93R-62	AW00028840	Southwest	No Discount	1	3578.27	3578.27
"June 14, 2011"	BK-M82S-38	AW00025969	Southwest	No Discount	1	3399.99	3399.99
"June 14, 2011"	BK-M82B-42	AW00025976	Southwest	No Discount	1	3374.99	3374.99
"June 14, 2011"	BK-R93R-62	AW00028966	Southwest	No Discount	1	3578.27	3578.27
"June 15, 2011"	BK-R93R-62	AW00029017	Northwest	No Discount	1	3578.27	3578.27
